trueLabel,bestAnswer,score
0,0,1.599993E-2
0,0,3.830801E-3
0,0,5.310458E-3
0,0,5.379495E-4
0,0,5.430138E-2
0,0,1.016151E-2
0,0,9.466995E-2
0,0,2.786325E-1
0,0,2.582214E-3
0,0,6.128802E-3
0,0,3.388233E-1
0,0,6.964371E-3
0,0,4.78278E-3
0,0,1.98205E-2
0,0,1.766498E-2
0,0,1.04128E-1
0,0,6.162804E-2
0,0,1.525649E-2
0,0,3.411874E-3
0,0,3.296987E-2
0,0,4.051883E-3
0,0,2.020664E-4
0,0,3.740867E-3
0,0,2.249912E-2
0,0,3.036594E-3
0,0,3.040923E-3
0,0,3.476729E-2
0,0,1.463644E-2
0,0,3.950682E-4
0,0,1.325367E-2
0,0,2.806853E-3
0,0,9.431085E-2
0,0,4.08842E-2
0,0,2.340584E-3
0,0,1.196243E-3
0,0,6.576753E-3
0,0,5.292305E-3
0,0,8.370168E-3
0,0,4.159684E-3
0,0,1.2284E-3
0,0,3.849862E-2
0,0,4.892119E-3
0,0,1.109424E-2
0,0,1.905041E-2
0,0,4.044685E-5
0,0,2.183866E-4
0,0,2.593767E-2
1,0,7.219425E-2
0,0,1.038432E-3
1,0,7.710717E-2
0,0,2.457926E-3
0,0,8.015598E-3
0,0,1.691364E-2
0,0,2.819344E-1
0,0,8.773596E-4
0,0,1.503461E-2
0,0,4.569498E-4
0,0,7.280518E-4
0,0,7.776286E-4
0,0,1.659793E-3
0,0,2.08012E-2
0,0,1.496847E-4
0,0,1.532715E-3
0,0,2.402856E-3
0,0,5.918538E-3
0,0,1.160003E-2
0,0,6.375047E-3
0,0,1.210396E-2
0,0,5.189833E-3
0,0,2.70666E-2
0,0,1.709681E-1
0,0,6.392721E-2
0,0,2.510618E-3
0,0,2.295438E-3
0,0,6.755701E-3
0,0,3.138473E-2
0,0,3.644921E-3
0,0,3.654973E-3
0,0,8.407221E-2
0,0,1.069206E-1
0,0,9.273561E-3
0,0,3.144821E-2
0,0,2.459707E-3
0,0,5.674384E-3
0,0,1.104971E-2
0,0,9.570333E-3
0,0,2.672815E-4
0,0,3.825713E-4
0,0,2.98392E-3
0,0,1.628994E-1
0,0,2.330056E-1
0,0,4.293125E-3
0,0,7.491058E-4
0,0,3.389064E-3
0,0,1.373854E-3
0,0,9.191673E-3
0,0,4.489768E-3
0,0,4.411375E-3
0,0,2.530609E-3
0,0,2.025851E-2
0,0,4.077486E-3
0,0,6.185391E-3
0,0,2.343382E-2
0,0,6.078986E-3
0,0,6.280228E-3
1,0,1.19963E-1
0,0,8.460508E-4
0,0,3.044972E-3
0,0,5.767785E-3
0,0,7.195146E-3
0,0,1.904747E-4
0,0,2.139071E-3
0,0,2.935819E-2
0,0,4.386474E-4
0,0,2.576206E-2
0,0,1.186249E-3
1,0,1.198525E-1
0,0,8.582228E-3
0,0,1.958133E-3
0,0,6.139316E-4
0,0,2.970846E-3
0,0,1.745946E-3
0,0,9.648246E-5
0,0,3.356325E-3
0,0,9.025502E-3
0,0,7.898801E-3
0,0,2.675737E-2
0,0,1.206173E-3
0,0,2.726784E-3
0,0,2.507006E-4
0,0,2.864981E-2
0,0,4.849059E-5
0,0,1.317055E-3
1,0,4.889452E-2
0,0,1.09899E-2
0,0,8.854181E-3
0,0,6.041506E-4
0,0,1.381462E-2
0,0,2.233874E-3
0,0,1.332284E-4
0,0,2.052544E-3
0,0,4.084571E-3
0,0,2.870337E-3
0,0,1.534094E-4
0,0,7.210385E-2
0,0,2.203907E-2
0,0,3.779121E-2
0,0,5.49159E-4
0,0,3.53345E-3
0,0,1.17835E-3
0,0,3.261177E-3
0,0,3.695993E-3
0,0,1.673239E-2
0,0,4.183772E-3
0,0,2.345622E-3
0,0,5.70699E-3
0,0,6.392977E-3
0,0,5.461959E-4
0,0,2.495593E-3
0,0,9.909005E-4
0,0,5.492779E-5
0,0,2.653632E-2
0,0,9.521643E-3
0,0,6.933068E-3
0,0,9.316252E-3
0,0,2.626297E-2
0,0,1.753971E-3
0,0,2.571004E-4
0,0,4.357534E-3
0,0,1.258068E-3
0,0,9.687528E-3
1,0,1.083511E-1
0,0,3.532724E-3
0,0,4.289678E-4
0,0,3.214902E-3
0,0,6.056731E-4
0,0,2.637316E-3
0,0,1.392179E-3
0,0,3.164593E-3
0,0,4.57758E-3
0,0,1.013068E-2
0,0,2.27253E-2
0,0,5.353305E-3
0,0,1.52978E-2
0,0,1.460625E-2
0,0,1.776986E-2
0,0,3.371936E-2
0,0,1.307188E-2
0,0,7.648533E-3
0,0,1.74742E-3
0,0,4.971453E-2
0,0,1.656168E-2
0,0,1.129098E-2
0,0,4.092424E-2
0,0,2.374823E-3
0,0,5.389174E-4
0,0,4.072128E-3
0,0,5.22889E-5
0,0,1.191299E-4
0,0,1.615457E-2
0,0,2.252174E-2
0,0,2.917285E-3
0,0,2.435818E-3
0,0,6.588332E-5
0,0,5.142694E-3
0,0,5.976854E-5
0,0,1.049597E-2
0,0,1.855508E-3
0,0,3.629896E-2
0,0,7.504823E-3
0,0,1.416378E-3
0,0,2.582602E-2
0,0,1.298573E-3
0,0,1.6947E-3
0,0,1.360512E-3
0,0,4.467807E-3
0,0,3.66211E-3
0,0,1.100512E-2
0,0,1.389906E-2
0,0,3.861693E-5
0,0,6.137105E-3
0,0,5.361441E-2
0,0,7.321734E-4
0,0,2.067146E-3
0,0,7.376144E-3
0,0,1.332892E-2
0,0,6.258536E-5
0,0,2.478129E-3
1,0,2.199769E-1
0,0,7.748337E-5
0,0,1.758385E-2
0,0,5.420347E-3
0,0,1.845749E-3
0,0,8.856561E-3
0,0,1.774152E-2
0,0,3.714165E-4
0,0,8.59828E-4
0,0,6.989339E-3
0,0,4.9423E-2
0,0,6.068745E-4
0,0,2.737882E-3
0,0,5.443618E-3
0,0,9.913219E-3
0,0,2.49282E-4
0,0,1.047067E-3
0,0,3.76978E-3
0,0,1.7897E-2
0,0,1.04344E-2
0,0,2.970768E-4
0,0,8.886356E-3
0,0,2.483484E-4
0,0,3.411668E-2
0,0,9.097234E-3
0,0,1.166869E-2
0,0,3.075657E-3
0,0,2.855119E-3
0,0,1.49174E-2
0,0,3.227025E-3
0,0,4.593572E-5
0,0,1.593701E-2
0,0,5.42894E-3
0,0,8.080046E-4
0,0,4.60335E-3
0,0,4.956149E-4
0,0,8.451286E-4
0,0,2.076848E-3
0,0,1.70915E-3
0,0,6.285198E-3
0,0,1.665274E-3
0,0,9.745917E-4
0,0,2.700699E-2
0,0,5.730407E-3
0,0,2.293056E-2
0,0,1.042582E-3
0,0,7.790873E-3
0,0,1.25774E-2
0,0,1.365978E-3
0,0,6.78075E-4
0,0,8.355622E-5
0,0,2.638227E-3
0,0,3.189744E-4
0,0,1.386072E-3
0,0,1.658461E-2
1,0,4.643564E-1
0,0,4.843764E-3
0,0,5.35757E-2
0,0,1.308294E-1
0,0,2.632322E-2
0,0,4.154432E-5
0,0,3.386856E-3
0,0,2.357226E-2
0,0,7.608593E-3
0,0,4.137213E-3
0,0,2.912716E-2
0,0,5.446642E-3
0,0,8.997346E-3
0,0,8.898278E-3
0,0,3.166128E-2
0,0,1.2955E-2
0,0,9.440828E-3
0,0,1.494039E-3
0,0,7.857237E-3
0,0,1.760625E-2
0,0,3.890886E-5
0,0,1.709053E-3
0,0,1.023172E-2
0,0,3.048675E-3
0,0,1.751018E-1
0,0,7.154413E-5
0,0,1.375009E-2
0,0,6.77155E-3
0,0,2.229251E-2
0,0,2.045541E-1
0,0,1.102131E-1
0,0,3.02568E-3
0,0,1.046421E-2
0,0,6.698455E-4
0,0,6.760236E-3
0,0,1.801034E-3
0,0,4.355682E-3
0,0,7.410371E-2
0,0,5.407456E-2
0,0,5.276004E-2
0,0,3.096141E-3
0,0,8.473261E-3
0,0,5.289452E-3
0,0,7.637477E-2
0,0,3.299605E-3
0,0,1.107614E-2
0,0,2.623216E-2
0,0,4.353091E-3
0,0,2.636551E-2
0,0,1.868269E-3
0,0,4.566174E-2
0,0,1.258819E-2
0,0,2.20442E-3
0,0,3.809097E-2
0,0,1.510458E-2
0,0,2.197387E-3
0,0,4.106656E-3
0,0,3.700822E-3
0,0,1.571019E-2
0,0,5.118518E-2
0,0,3.241229E-4
0,0,2.050027E-2
0,0,1.12591E-2
0,0,1.259555E-2
0,0,2.132202E-2
0,0,1.118688E-4
0,0,2.185865E-4
0,0,9.42065E-3
0,0,3.174754E-3
0,0,8.551446E-3
1,0,1.021914E-1
0,0,1.020249E-2
0,0,1.594622E-4
0,0,1.663297E-2
0,0,1.288897E-3
0,0,6.499079E-3
0,0,5.406704E-2
0,0,2.435158E-3
0,0,5.44217E-3
0,0,3.111882E-3
0,0,1.191374E-2
0,0,5.576315E-4
0,0,5.772041E-5
0,0,2.288675E-2
0,0,1.370021E-3
0,0,2.533916E-3
0,0,9.174659E-4
0,0,1.736647E-3
0,0,4.836083E-4
0,0,2.065199E-4
0,0,8.980925E-4
0,0,4.962114E-3
0,0,2.958081E-1
0,0,6.135286E-4
0,0,4.19677E-3
0,0,4.60908E-3
0,0,9.1281E-3
0,0,9.642949E-4
0,0,2.68714E-3
0,0,3.297923E-3
0,0,2.299268E-3
0,0,2.640085E-2
0,0,4.391693E-3
0,0,1.593309E-4
0,0,5.675923E-2
0,0,1.417331E-2
0,0,6.457226E-2
0,0,3.201762E-4
0,0,9.766804E-4
0,0,3.579704E-3
0,0,7.165531E-2
0,0,3.198139E-3
0,0,8.234114E-3
0,0,8.300744E-4
0,0,9.180853E-5
0,0,1.449607E-4
0,0,3.180442E-4
0,0,1.842001E-2
0,0,1.666699E-2
0,0,6.565119E-4
0,0,1.416031E-4
0,0,1.253635E-3
0,0,2.674172E-3
0,0,1.227243E-3
0,0,1.632767E-3
0,0,2.197953E-3
0,0,3.52509E-4
0,0,2.781325E-4
0,0,2.264984E-3
0,0,1.217354E-3
0,0,1.055326E-3
0,0,5.557383E-5
0,0,1.37225E-2
0,0,7.94961E-3
0,0,2.509058E-3
0,0,9.095412E-4
0,0,2.41318E-3
0,0,4.501889E-3
0,0,1.467596E-3
0,0,3.337608E-3
0,0,5.591235E-3
0,0,6.748167E-3
0,0,2.936599E-4
0,0,7.876726E-5
0,0,1.530498E-3
0,0,1.540244E-3
0,0,1.537722E-3
0,0,7.288419E-4
0,0,1.977335E-2
0,0,2.090813E-3
0,0,1.19812E-3
0,0,2.145465E-2
0,0,3.933681E-3
0,0,5.370477E-4
0,0,4.911682E-3
0,0,4.516783E-3
0,0,3.368959E-3
0,0,2.859711E-3
0,0,3.206352E-3
0,0,3.166356E-3
0,0,7.348287E-4
0,0,2.36898E-1
0,0,3.278247E-3
0,0,2.275385E-4
0,0,1.627972E-3
0,0,3.450965E-3
0,0,2.243109E-2
0,0,5.749206E-2
0,0,4.634275E-2
0,0,2.221134E-2
0,0,2.357823E-2
0,0,2.100589E-3
0,0,1.914077E-2
0,0,8.579561E-3
0,0,1.133283E-3
0,0,9.714722E-3
0,0,9.711398E-4
0,0,2.143008E-3
0,0,6.989026E-4
0,0,3.286263E-3
0,0,9.27036E-3
0,0,5.234415E-3
0,0,1.042326E-4
0,0,2.872621E-3
0,0,1.668925E-3
0,0,6.07365E-5
0,0,1.481876E-3
0,0,2.584402E-3
0,0,4.134609E-4
0,0,9.904854E-4
0,0,5.192331E-2
0,0,4.218835E-2
0,0,5.793607E-4
0,0,9.015078E-2
0,0,4.276348E-2
0,0,7.913492E-3
0,0,1.1854E-4
0,0,4.448835E-3
0,0,4.587277E-3
0,0,8.588783E-4
0,0,2.530647E-3
0,0,1.110142E-3
0,0,1.749137E-3
0,0,5.779313E-4
0,0,5.194732E-4
0,0,7.713442E-4
0,0,1.299081E-1
0,0,2.17182E-3
0,0,3.512842E-3
0,0,4.445837E-3
0,0,2.974961E-2
0,0,2.087582E-3
0,0,1.856314E-3
0,0,1.058227E-2
0,0,1.25801E-3
0,0,2.103476E-3
0,0,1.210107E-2
0,0,1.754051E-2
0,0,1.48333E-2
0,0,1.109042E-2
0,0,3.63371E-3
0,0,2.442471E-4
0,0,4.877384E-3
0,0,5.82958E-3
0,0,7.539436E-4
1,0,1.019514E-1
0,0,3.405787E-3
0,0,2.276036E-2
0,0,4.052523E-3
0,0,6.193174E-2
0,0,1.281999E-2
0,0,4.761857E-3
0,0,7.196338E-4
0,0,9.251107E-2
0,0,3.753975E-2
0,0,1.313547E-2
0,0,1.35452E-3
0,0,1.280201E-2
0,0,4.947888E-3
0,0,4.121286E-3
0,0,3.215624E-3
0,0,1.760706E-2
0,0,8.06258E-3
0,0,8.17898E-4
0,0,1.9101E-3
0,0,1.850446E-2
0,0,2.147986E-3
0,0,4.729429E-2
0,0,3.009199E-3
0,0,1.498665E-4
0,0,5.769302E-3
0,0,4.721424E-3
0,0,6.658085E-4
1,0,1.928979E-1
0,0,9.529753E-4
0,0,2.324724E-3
0,0,4.633088E-3
0,0,2.727122E-3
0,0,3.751661E-4
0,0,5.775001E-4
0,0,6.780428E-3
0,0,3.159064E-3
0,0,1.689635E-2
0,0,7.303663E-4
0,0,3.658194E-3
0,0,1.394013E-3
0,0,3.65992E-3
1,0,9.914192E-2
0,0,4.084753E-3
0,0,2.013086E-3
0,0,1.540829E-3
0,0,1.368213E-4
0,0,8.99516E-4
1,0,1.371519E-1
0,0,1.066112E-2
0,0,3.540373E-3
0,0,6.390835E-3
0,0,6.401068E-4
0,0,1.840157E-3
0,0,9.810893E-5
0,0,2.99121E-2
0,0,5.642205E-3
0,0,9.183156E-3
0,0,4.991905E-4
0,0,8.196837E-4
0,0,1.809947E-3
0,0,1.308508E-3
0,0,6.021631E-3
0,0,1.788388E-3
0,0,1.38381E-2
0,0,2.295305E-2
0,0,4.125995E-3
0,0,1.138057E-2
0,0,2.112893E-4
0,0,6.203919E-4
0,0,1.463741E-3
0,0,3.025876E-3
0,0,3.826321E-2
0,0,1.280037E-2
0,0,3.507956E-2
0,0,1.065079E-2
0,0,1.282098E-2
0,0,3.490423E-3
0,0,2.007233E-3
0,0,1.144023E-2
0,0,3.01236E-3
0,0,7.937199E-2
0,0,5.46871E-4
0,0,2.355616E-3
0,0,1.475107E-4
0,0,1.58655E-1
0,0,7.808499E-4
0,0,4.364672E-3
0,0,2.528414E-3
0,0,1.767244E-4
0,0,4.379616E-4
0,0,3.89466E-4
0,0,6.776453E-3
0,0,8.984097E-3
0,0,2.959042E-2
0,0,1.692528E-3
0,0,1.255133E-2
0,0,4.353122E-3
0,0,1.1113E-5
0,0,3.824147E-3
0,0,9.036242E-3
0,0,3.374897E-3
0,0,1.729493E-2
0,0,5.801609E-3
0,0,9.638192E-5
0,0,4.315245E-3
0,0,2.253647E-4
0,0,6.455211E-2
0,0,3.867206E-3
0,0,1.116111E-3
0,0,2.288878E-5
0,0,1.03601E-1
0,0,9.436001E-4
0,0,4.101228E-4
0,0,2.662854E-3
0,0,4.619672E-3
0,0,8.413304E-4
0,0,1.652735E-2
0,0,1.011535E-2
0,0,1.222483E-2
0,0,2.378171E-3
0,0,8.116697E-4
0,0,1.601442E-2
0,0,2.163619E-4
0,0,5.9732E-3
0,0,5.901066E-4
0,0,1.233817E-3
0,0,4.869376E-3
0,0,9.957714E-3
0,0,2.056673E-2
0,0,4.121805E-3
0,0,1.674942E-3
0,0,1.812321E-1
0,0,6.533761E-4
0,0,1.084616E-1
0,0,1.057945E-2
0,0,3.901082E-3
0,0,6.200156E-3
0,0,1.444745E-1
0,0,5.84094E-5
0,0,6.415292E-3
0,0,9.521124E-4
0,0,6.02695E-5
0,0,1.243593E-4
0,0,1.209784E-4
0,0,1.108882E-3
0,0,8.93009E-3
0,0,1.435176E-2
0,0,2.943488E-3
0,0,3.991257E-1
0,0,8.794425E-3
0,0,2.981968E-4
0,0,9.98191E-4
0,0,5.95779E-2
0,0,2.077976E-3
0,0,6.825054E-2
0,0,7.191067E-3
0,0,1.023091E-3
0,0,8.417924E-2
0,0,2.302793E-3
0,0,9.442333E-3
0,0,2.689538E-3
0,0,1.925643E-3
0,0,9.152069E-3
0,0,1.28547E-3
0,0,2.399248E-3
0,0,5.78552E-2
0,0,2.592716E-4
0,0,3.961988E-3
0,0,6.476122E-2
0,0,2.299742E-3
0,0,4.137945E-3
0,0,1.457358E-4
0,0,7.394406E-3
0,0,9.28657E-3
0,0,5.915955E-4
0,0,4.068479E-2
0,0,1.569549E-2
0,0,4.098145E-4
0,0,2.629463E-3
0,0,1.929455E-3
0,0,7.694904E-4
0,0,4.122725E-3
0,0,6.18615E-4
0,0,1.148887E-2
0,0,2.674315E-2
0,0,1.529848E-3
0,0,6.644364E-4
0,0,8.460886E-4
0,0,1.257836E-2
0,0,2.507917E-3
0,0,6.332153E-4
0,0,3.261122E-3
0,0,2.125881E-5
0,0,3.696882E-3
0,0,1.361567E-2
0,0,5.111232E-4
0,0,6.873901E-3
0,0,3.092023E-3
0,0,9.542942E-4
0,0,1.79091E-3
0,0,9.510272E-3
0,0,2.009289E-3
0,0,8.581924E-3
0,0,3.083253E-3
0,0,2.307684E-3
0,0,1.919955E-3
0,0,9.524797E-3
0,0,1.97938E-5
0,0,3.61045E-3
0,0,2.314299E-2
0,0,8.56534E-4
0,0,1.680291E-4
0,0,2.645E-1
0,0,7.689408E-3
0,0,1.511361E-3
0,0,9.555042E-2
0,0,4.507749E-4
0,0,8.1619E-2
0,0,1.106723E-3
0,0,5.34264E-5
0,0,1.431241E-2
0,0,4.458053E-3
0,0,3.459605E-5
0,0,3.676642E-3
0,0,7.357894E-4
0,0,5.332557E-3
0,0,2.304898E-3
0,0,4.820667E-3
0,0,3.565594E-3
0,0,4.759126E-3
0,0,1.053838E-3
0,0,1.430117E-2
0,0,5.930093E-3
0,0,1.883887E-3
0,0,1.286322E-3
0,0,9.359112E-3
0,0,2.400243E-2
1,0,4.240372E-2
0,0,1.089561E-3
0,0,2.766639E-3
0,0,1.340587E-4
0,0,1.604989E-2
0,0,1.857967E-2
0,0,1.33509E-2
0,0,2.311743E-3
0,0,1.096829E-4
0,0,6.249174E-4
0,0,9.589941E-2
0,0,5.984088E-4
0,0,2.267342E-3
0,0,4.774681E-3
0,0,1.581847E-3
0,0,7.883853E-4
0,0,6.890389E-3
0,0,1.088251E-3
0,0,1.696722E-2
0,0,1.181735E-3
0,0,3.569376E-2
0,0,9.263958E-4
0,0,2.122557E-3
0,0,1.845822E-3
0,0,1.389358E-3
0,0,3.172051E-3
0,0,1.392544E-3
0,0,8.490825E-4
0,0,2.53271E-4
0,0,7.898116E-4
0,0,1.33691E-4
0,0,3.037976E-3
0,0,9.16434E-4
0,0,5.725194E-4
0,0,8.352108E-2
0,0,5.318373E-3
0,0,3.175742E-4
1,0,3.645518E-1
0,0,2.616825E-3
0,0,4.872082E-2
0,0,4.432461E-5
0,0,9.328877E-4
0,0,2.444574E-3
0,0,8.259757E-2
0,0,6.671652E-2
0,0,1.396792E-4
0,0,6.300727E-4
0,0,4.239389E-3
0,0,4.532563E-3
0,0,3.367711E-3
0,0,7.987566E-3
0,0,5.599771E-2
0,0,3.619993E-3
1,0,1.815112E-1
0,0,8.983666E-5
0,0,7.392885E-4
0,0,8.049721E-5
0,0,2.680656E-3
0,0,1.115761E-4
0,0,2.088275E-2
0,0,1.102419E-2
0,0,5.369906E-4
0,0,2.83483E-3
0,0,1.328502E-2
0,0,7.029353E-3
0,0,1.03147E-2
0,0,9.684812E-3
0,0,8.14128E-3
0,0,4.572209E-3
0,0,6.695317E-3
0,0,5.418275E-3
0,0,2.748445E-2
0,0,2.728456E-4
0,0,4.65629E-3
0,0,9.336648E-4
0,0,8.206998E-3
0,0,5.937192E-3
